codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
47754,BCH-650M,Brazo recto 50 cm con chapeton para regadera negro mate,2,24,225,Juego,7.51E+12,155,0,185,155,225,159.48,133.62,193.97,Foset,176.72,205,31162800,Ferreteria en general,P694,Griferia,0.38,2127.668
47755,PU-182S,Perfil unicanal solido de 3 m 4 x 2 cm calibre 18 Volteck,6,0,205,Pieza,7.51E+12,139,0,165,139,205,142.24,119.83,176.72,Volteck,159.48,185,30102300,Perfiles,P809,Perfiles unicanal,2.64,1650
47757,PU-182P,Perfil unicanal perforado de 3 m 4 x 2 cm cal. 18 Volteck,6,0,205,Pieza,7.51E+12,139,0,165,139,205,142.24,119.83,176.72,Volteck,159.48,185,30102300,Perfiles,P809,Perfiles unicanal,2.516,1749.975
47759,PU-162S,Perfil unicanal solido de 3 m 4 x 2 cm calibre 16 Volteck,6,0,245,Pieza,7.51E+12,169,0,205,169,245,176.72,145.69,211.21,Volteck,193.97,225,30102300,Perfiles,P809,Perfiles unicanal,3.321,1687.5
47761,PU-162P,Perfil unicanal perforado de 3 m 4 x 2 cm cal. 16 Volteck,6,0,245,Pieza,7.51E+12,169,0,205,169,245,176.72,145.69,211.21,Volteck,193.97,225,30102300,Perfiles,P809,Perfiles unicanal,2.99,1620
47763,PU-142S,Perfil unicanal solido de 3 m 4 x 2 cm calibre 14 Volteck,6,0,295,Pieza,7.51E+12,205,0,245,205,295,211.21,176.72,254.31,Volteck,237.07,275,30102300,Perfiles,P809,Perfiles unicanal,4.12,1908
47765,PU-142P,Perfil unicanal perforado de 3 m 4 x 2 cm cal. 14 Volteck,6,0,295,Pieza,7.51E+12,205,0,245,205,295,211.21,176.72,254.31,Volteck,237.07,275,30102300,Perfiles,P809,Perfiles unicanal,3.855,1749.975
47767,CARCO-H1,Cartucho generico de compresion chico izquierdo Foset,6,36,99,Set,7.50E+12,59,0,82,59,99,70.69,50.86,85.34,Foset,76.72,89,40141700,Material de ferreteria y accesorios,P694,Griferia,0.08,311.738
47768,CARCO-H2,Cartucho generico de compresion chico derecho Foset,6,36,99,Set,7.50E+12,59,0,82,59,99,70.69,50.86,85.34,Foset,76.72,89,40141700,Material de ferreteria y accesorios,P694,Griferia,0.085,311.968
47769,CARCO-H3,Cartucho generico de compresion grande izquierdo Foset,6,36,99,Set,7.50E+12,59,0,82,59,99,70.69,50.86,85.34,Foset,76.72,89,40141700,Material de ferreteria y accesorios,P694,Griferia,0.1,356.983
47770,CARCO-H4,Cartucho generico de compresion grande derecho Foset,6,36,99,Set,7.50E+12,59,0,82,59,99,70.69,50.86,85.34,Foset,76.72,89,40141700,Material de ferreteria y accesorios,P694,Griferia,0.1,310.889
47790,TBM-46,Monomando corto cromo para lavabo Foset Tubig,2,12,545,Pieza,7.50E+12,375,0,445,375,545,383.62,323.28,469.83,Foset,426.72,495,40141700,Material de ferreteria y accesorios,P694,Griferia,0.72,2662.537
47791,TBM-46N,Monomando corto satin para lavabo Foset Tubig,2,12,575,Pieza,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Foset,452.59,525,40141700,Material de ferreteria y accesorios,P694,Griferia,0.715,2671.703
47792,TBM-46M,Monomando corto negro para lavabo Foset Tubig,2,12,555,Pieza,7.50E+12,385,0,465,385,555,400.86,331.9,478.45,Foset,435.34,505,40141700,Material de ferreteria y accesorios,P694,Griferia,0.705,2678.062
47793,TBM-47,Monomando alto cromo para lavabo Foset Tubig,2,12,605,Pieza,7.50E+12,415,0,495,415,605,426.72,357.76,521.55,Foset,469.83,545,40141700,Material de ferreteria y accesorios,P694,Griferia,0.9,4864.667
47794,TBM-47N,Monomando alto satin para lavabo Foset Tubig,2,12,645,Pieza,7.50E+12,445,0,535,445,645,461.21,383.62,556.03,Foset,504.31,585,40141700,Material de ferreteria y accesorios,P694,Griferia,0.875,4864.667
47795,TBM-47M,Monomando alto negro para lavabo Foset Tubig,2,12,635,Pieza,7.50E+12,435,0,525,435,635,452.59,375,547.41,Foset,495.69,575,40141700,Material de ferreteria y accesorios,P694,Griferia,0.875,4743.933
47799,JALE-61,Jaladera de embutir cuadrada acabado negro Hermex,10,100,69,Pieza,7.51E+12,45,0,59,45,69,50.86,38.79,59.48,Hermex,56.03,65,56101900,Piezas de mobiliario y accesorios,P572,Perillas y jaladeras,0,0
47800,JALE-62,Jaladera de embutir ovalada acabado negro Hermex,10,100,77,Pieza,7.51E+12,49,0,63,49,77,54.31,42.24,66.38,Hermex,59.48,69,56101900,Piezas de mobiliario y accesorios,P572,Perillas y jaladeras,0,0
47801,JALED-62,Jaladera de embutir circular No. 2 acabado negro,10,100,35,Pieza,7.51E+12,22,0,29,22,35,25,18.97,30.17,Hermex,27.59,32,56101900,Piezas de mobiliario y accesorios,P572,Perillas y jaladeras,0,0
47802,JALED-63,Jaladera de embutir circular No. 3 acabado negro,10,100,38,Pieza,7.51E+12,24,0,32,24,38,27.59,20.69,32.76,Hermex,29.31,34,56101900,Piezas de mobiliario y accesorios,P572,Perillas y jaladeras,0,0
47803,JALED-64,Jaladera de embutir circular No. 4 acabado negro,10,100,46,Pieza,7.51E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,56101900,Piezas de mobiliario y accesorios,P572,Perillas y jaladeras,0,0
47804,MUL-645N,Multicontacto 14 AWG 6 ent. sup. de picos 450 joules negro,6,36,185,Pieza,7.51E+12,129,0,155,129,185,133.62,111.21,159.48,Volteck,145.69,169,39121522,Contactos electricos,P284,Multicontactos en barra y de figuras,0.33,1630.565
47805,APPI,Interruptor de pie Volteck,10,200,28,Pieza,7.50E+12,18,0,23,18,28,19.83,15.52,24.14,Volteck,21.55,25,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.035,212.8
47806,DIGA-01,Dispensador electrico de agua para garrafon Foset,4,48,125,Pieza,7.51E+12,79,0,105,79,125,90.52,68.1,107.76,Foset,99.14,115,40151500,Bombas,P551,Filtros y purificadores para agua,0.24,1520.147
47807,PIO-415,Piola de Polipropileno trenzada multicolor 4mm x 15m,12,72,26,Pieza,7.51E+12,18,0,22,18,26,18.97,15.52,22.41,Fiero,20.69,24,31151500,Cuerdas,P835,Piolas,0.09,384.877
47808,PIO-515,Piola de Polipropileno trenzada multicolor 5mm x 15m,12,72,29,Pieza,7.51E+12,20,0,24,20,29,20.69,17.24,25,Fiero,22.41,26,31151500,Cuerdas,P835,Piolas,0.12,585
47809,PIO-615,Piola de Polipropileno trenzada multicolor 6mm x 15m,9,72,50,Pieza,7.51E+12,35,0,42,35,50,36.21,30.17,43.1,Fiero,39.66,46,31151500,Cuerdas,P835,Piolas,0.195,902.243
47810,PIO-815,Piola de Polipropileno trenzada multicolor 8mm x 15m,9,36,65,Pieza,7.51E+12,45,0,54,45,65,46.55,38.79,56.03,Fiero,50.86,59,31151500,Cuerdas,P835,Piolas,0.3,1392.93
47811,PIO-1015,Piola de Polipropileno trenzada multicolor 10mm x 15m,6,36,85,Pieza,7.51E+12,59,0,69,59,85,59.48,50.86,73.28,Fiero,66.38,77,31151500,Cuerdas,P835,Piolas,0.34,1834.77
47812,PIO-430,Piola de Polipropileno trenzada multicolor 4mm x 30m,12,24,50,Pieza,7.51E+12,35,0,42,35,50,36.21,30.17,43.1,Fiero,39.66,46,31151500,Cuerdas,P835,Piolas,0.18,810.7
47813,PIO-530,Piola de Polipropileno trenzada multicolor 5mm x 30m,8,24,55,Pieza,7.51E+12,38,0,45,38,55,38.79,32.76,47.41,Fiero,42.24,49,31151500,Cuerdas,P835,Piolas,0.235,1078.418
47814,PIO-630,Piola de Polipropileno trenzada multicolor 6mm x 30m,6,18,89,Pieza,7.51E+12,62,0,74,62,89,63.79,53.45,76.72,Fiero,70.69,82,31151500,Cuerdas,P835,Piolas,0.4,1703.422
47815,PIO-830,Piola de Polipropileno trenzada multicolor 8mm x 30m,6,18,129,Pieza,7.51E+12,89,0,106,89,129,91.38,76.72,111.21,Fiero,100.86,117,31151500,Cuerdas,P835,Piolas,0.59,3344.41
47816,PIO-1030,Piola de Polipropileno trenzada multicolor 10mm x 30m,3,12,159,Pieza,7.51E+12,109,0,129,109,159,111.21,93.97,137.07,Fiero,125,145,31151500,Cuerdas,P835,Piolas,0.695,4200.097
47817,PPDO-LA,Placa de acero inox con 2 ventanas 1 modulo linea Lisboa,12,144,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Volteck,39.66,46,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.085,197.746
47819,PPTR-LA,Placa de acero inox con 1 ventana 3 modulos linea Lisboa,12,144,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Volteck,39.66,46,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.09,186.732
47820,APSE-LA,Interruptor sencillo acero inox de 1 modulo linea Lisboa,12,144,19,Pieza,7.50E+12,12,0,16,12,19,13.79,10.34,16.38,Volteck,14.66,17,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.02,94.972
47821,APSE15-LA,Interruptor sencillo acero inox de 1.5 modulos linea Lisboa,12,144,20,Pieza,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Volteck,16.38,19,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,128.119
47822,APSE3-LA,Interruptor sencillo acero inox de 3 modulos linea Lisboa,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,160.653
47824,APSE15-ELA,Interruptor 3 vias acero inox de 1.5 modulos linea Lisboa,12,144,24,Pieza,7.50E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,128.156
47826,APTI15-LA,Interruptor timbre acero inox de 1.5 modulos linea Lisboa,12,144,24,Pieza,7.50E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,39121500,Conmutadores controles y reles y accesorios,P039,Artefactos electricos Volteck,0.025,130.56
47827,COA-LA,Contacto aterrizado acero inox de 1 modulo linea Lisboa,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.025,93.665
47828,COA15-LA,Contacto aterrizado acero inox de 1.5 modulos linea Lisboa,12,144,24,Pieza,7.50E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.02,130.067
47829,C2USB-LA,Toma 2 puertos USB acero inox de 1.5 modulos linea Lisboa,12,144,119,Pieza,7.50E+12,75,0,99,75,119,85.34,64.66,102.59,Volteck,93.97,109,31163100,Conectores,P039,Artefactos electricos Volteck,0.035,124.693
47832,TA-LA,Tapon ciego acero inox de 1 modulo linea Lisboa Volteck,12,144,8,Pieza,7.50E+12,5,0,6.5,5,8,5.6,4.31,6.9,Volteck,6.03,7,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.005,95.154
47833,DIM15-LA,Dimmer giratorio acero inox de 1.5 modulos linea Lisboa,12,144,89,Pieza,7.50E+12,57,0,74,57,89,63.79,49.14,76.72,Volteck,70.69,82,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.035,163.079
47834,PA-APDO1-LA,Placa armada acero inox con 2 interruptores 1 modulo Lisboa,3,72,83,Pieza,7.50E+12,53,0,69,53,83,59.48,45.69,71.55,Volteck,64.66,75,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.125,435.64
47836,PA-APTR-LA,Placa armada acero inox 3 interruptores 1 modulo Lisboa,3,72,99,Pieza,7.50E+12,64,0,83,64,99,71.55,55.17,85.34,Volteck,79.31,92,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.145,435.705
47840,PA-APDO15-LA,Placa armada acero inox 2 interruptores 1.5 modulos Lisboa,3,72,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Volteck,68.1,79,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.125,433.62
47842,PA-APSE3-LA,Placa armada acero inox 1 interruptor 3 modulos Lisboa,3,72,69,Pieza,7.50E+12,44,0,57,44,69,49.14,37.93,59.48,Volteck,53.45,62,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.105,458.642
47845,PA-APCO1-LA,Placa armada acero interruptor y contacto 1 modulo Lisboa,3,72,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Volteck,68.1,79,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.135,420.621
47846,PA-APCO15-LA,Placa armada acero interruptor y contacto 1.5 mod Lisboa,3,72,92,Pieza,7.50E+12,58,0,75,58,92,64.66,50,79.31,Volteck,71.55,83,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,435.64
47847,PA-APCO-L2A,Placa armada acero 2 interruptores y contacto 1 mod Lisboa,3,72,105,Pieza,7.50E+12,67,0,87,67,105,75,57.76,90.52,Volteck,81.9,95,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.145,430.333
47848,PA-APCO-L3A,Placa armada acero interruptor y 2 contactos 1 mod Lisboa,3,72,109,Pieza,7.50E+12,69,0,89,69,109,76.72,59.48,93.97,Volteck,85.34,99,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,429.056
47849,CODO-LA,Placa armada acero inox contacto duplex 3 modulos Lisboa,12,144,92,Pieza,7.50E+12,59,0,76,59,92,65.52,50.86,79.31,Volteck,72.41,84,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.13,390.649
47850,PA-COTR-LA,Placa armada acero inox 3 contactos 1 modulo Lisboa,3,72,109,Pieza,7.50E+12,70,0,92,70,109,79.31,60.34,93.97,Volteck,85.34,99,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.16,424.424
47851,COUSB-LA,Placa armada acero contacto y 2 puertos USB 1.5 mod Lisboa,3,72,185,Pieza,7.50E+12,117,0,155,117,185,133.62,100.86,159.48,Volteck,142.24,165,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,427.131
47853,NUCH-0N,Numero 0 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.893
47854,NUCH-1N,Numero 1 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.04,182.585
47855,NUCH-2N,Numero 2 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,183.348
47856,NUCH-3N,Numero 3 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.893
47857,NUCH-4N,Numero 4 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.975
47858,NUCH-5N,Numero 5 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.975
47859,NUCH-6N,Numero 6 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.975
47860,NUCH-7N,Numero 7 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.4,188.893
47861,NUCH-8N,Numero 8 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.975
47862,NUCH-9N,Numero 9 de laton solido 4' negro  Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,188.893
47867,VELA-CR,Caja con 6 mini velas de LED Volteck,4,24,115,Set,7.51E+12,72,0,95,72,115,81.9,62.07,99.14,Volteck,90.52,105,39121534,Luces indicadoras o indicadores luminosos,P567,Luz de noche,0.08,558.58
47870,PPDO-LN,Placa negra de 2 ventanas 1 modulo linea Lisboa Volteck,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.07,194.972
47872,PPTR-LN,Placa negra de 1 ventana 3 modulos linea Lisboa Volteck,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.07,192.308
47873,APSE-LN,Interruptor sencillo negro de 1 modulo linea Lisboa,12,144,16,Pieza,7.50E+12,10,0,13,10,16,11.21,8.62,13.79,Volteck,12.07,14,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.02,95.58
47874,APSE15-LN,Interruptor sencillo negro de 1.5 modulos linea Lisboa,12,144,17,Pieza,7.50E+12,11,0,14,11,17,12.07,9.48,14.66,Volteck,13.79,16,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,129.069
47875,APSE3-LN,Interruptor sencillo negro de 3 modulos linea Lisboa,12,144,17,Pieza,7.50E+12,11,0,14,11,17,12.07,9.48,14.66,Volteck,13.79,16,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,165.752
47879,APTI15-LN,Interruptor para timbre negro de 1.5 modulos linea Lisboa,12,144,20,Pieza,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Volteck,16.38,19,39121500,Conmutadores controles y reles y accesorios,P039,Artefactos electricos Volteck,0.025,131.535
47880,COA-LN,Contacto aterrizado negro de 1 modulo linea Lisboa Volteck,12,144,19,Pieza,7.50E+12,12,0,16,12,19,13.79,10.34,16.38,Volteck,14.66,17,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.025,99.061
47881,COA15-LN,Contacto aterrizado negro de 1.5 modulos linea Lisboa,12,144,20,Pieza,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Volteck,16.38,19,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.03,127.599
47882,C2USB-LN,Toma con 2 puertos USB negro de 1.5 modulos linea Lisboa,12,144,115,Pieza,7.50E+12,72,0,95,72,115,81.9,62.07,99.14,Volteck,90.52,105,31163100,Conectores,P039,Artefactos electricos Volteck,0.035,133.731
47885,TA-LN,Tapon ciego negro de 1 modulo linea Lisboa Volteck,12,144,4,Pieza,7.50E+12,2.5,0,3.3,2.5,4,2.84,2.16,3.45,Volteck,3.1,3.6,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.005,96.432
47886,DIM15-LN,Dimmer giratorio negro de 1.5 modulos linea Lisboa Volteck,12,144,83,Pieza,7.50E+12,53,0,69,53,83,59.48,45.69,71.55,Volteck,64.66,75,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.035,158.942
47887,PA-APDO1-LN,Placa armada negra con 2 interruptores 1 modulo Lisboa,3,72,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Volteck,39.66,46,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,435.525
47889,PA-APTR-LN,Placa armada negra 3 interruptores 1 modulo Lisboa Volteck,3,72,66,Pieza,7.50E+12,42,0,54,42,66,46.55,36.21,56.9,Volteck,50.86,59,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.13,425.845
47893,PA-APDO15-LN,Placa armada negra 2 interruptores 1.5 modulos Lisboa,3,72,53,Pieza,7.50E+12,34,0,44,34,53,37.93,29.31,45.69,Volteck,42.24,49,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.11,432.982
47895,PA-APSE3-LN,Placa armada negra 1 interruptor 3 modulos Lisboa Volteck,3,72,38,Pieza,7.50E+12,24,0,32,24,38,27.59,20.69,32.76,Volteck,30.17,35,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.1,426.428
47898,PA-APCO1-LN,Placa armada negra interruptor y contacto 1 modulo Lisboa,3,72,53,Pieza,7.50E+12,34,0,44,34,53,37.93,29.31,45.69,Volteck,42.24,49,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.115,442.898
47899,PA-APCO15-LN,Placa armada negra interruptor y contacto 1.5 mod Lisboa,3,72,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Volteck,44.83,52,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,435.64
47900,PA-APCO-L2N,Placa armada negra 2 interruptores y contacto 1 mod Lisboa,3,72,69,Pieza,7.50E+12,44,0,57,44,69,49.14,37.93,59.48,Volteck,53.45,62,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,427.736
47901,PA-APCO-L3N,Placa armada negra interruptor y 2 contactos 1 mod Lisboa,3,72,72,Pieza,7.50E+12,46,0,59,46,72,50.86,39.66,62.07,Volteck,56.03,65,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,422.507
47902,CODO-LN,Placa armada negra contacto duplex 3 modulos Lisboa,12,144,59,Pieza,7.50E+12,38,0,49,38,59,42.24,32.76,50.86,Volteck,46.55,54,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,384.333
47903,PA-COTR-LN,Placa armada negra 3 contactos 1 modulo Lisboa Volteck,3,72,75,Pieza,7.50E+12,48,0,62,48,75,53.45,41.38,64.66,Volteck,58.62,68,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.145,424.512
47904,COUSB-LN,Placa armada negra contacto y 2 puertos USB 1.5 mod Lisboa,3,72,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Volteck,116.38,135,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.13,437.832
47906,RES-4V,Juego de 4 repisas esquineras de vidrio Foset,1,4,735,Juego,7.51E+12,505,0,605,505,735,521.55,435.34,633.62,Foset,573.28,665,31162800,Ferreteria en general,P838,Organizadores para bano y cocina,3.06,15353.184
47909,CEPO-61E,Cerradura pomo negro esfera entrada Hermex,3,12,235,Pieza,7.50E+12,165,0,195,165,235,168.1,142.24,202.59,Hermex,185.34,215,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.535,3234
47910,CEPO-61R,Cerradura pomo negro esfera recamara Hermex,3,12,235,Pieza,7.50E+12,165,0,195,165,235,168.1,142.24,202.59,Hermex,185.34,215,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.545,3234
47911,CEPO-61B,Cerradura pomo negro esfera bano Hermex,3,12,225,Pieza,7.50E+12,155,0,185,155,225,159.48,133.62,193.97,Hermex,176.72,205,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.495,3234
47912,CEPO-62E,Cerradura pomo negro oval entrada Hermex,3,12,235,Pieza,7.50E+12,165,0,195,165,235,168.1,142.24,202.59,Hermex,185.34,215,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.525,3311.015
47913,CEPO-62R,Cerradura pomo negro oval recamara Hermex,3,12,235,Pieza,7.50E+12,165,0,195,165,235,168.1,142.24,202.59,Hermex,185.34,215,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.545,3311.015
47914,CEPO-62B,Cerradura pomo negro oval bano Hermex,3,12,225,Pieza,7.50E+12,155,0,185,155,225,159.48,133.62,193.97,Hermex,176.72,205,31162402,Cerraduras,P031,Cerraduras de pomo y cerrojos,0.49,3234
47915,POPO-18G,Portalampara de porcelana 4-1/2' redonda a granel Volteck,50,0,19,Pieza,7.50E+12,13,0,16,13,19,13.79,11.21,16.38,Volteck,14.66,17,39111500,Iluminacion de interiores y artefactos,P115,Portalamparas,0.31,495.36
47916,AQF-88N,Mezcladora 8' p/fregadero flexible palanca satin Aqua,2,12,895,Pieza,7.51E+12,615,0,735,615,895,633.62,530.17,771.55,Foset,702.59,815,30181700,Grifos,P694,Griferia,0,0
47917,AQF-88M,Mezcladora 8' p/fregadero flexible palanca negro Aqua,2,12,815,Pieza,7.51E+12,565,0,675,565,815,581.9,487.07,702.59,Foset,642.24,745,30181700,Grifos,P694,Griferia,0,0
47918,LLI-10,Llave temporizadora para lavabo Foset,2,24,765,Pieza,7.50E+12,525,0,625,525,765,538.79,452.59,659.48,Foset,599.14,695,30181800,Cabezas chorros y partes y accesorios de grifos y duchas,P694,Griferia,0.62,1558.038
47919,R1-LLI-10,Repuesto cartucho temporizador Foset,1,72,179,Pieza,7.50E+12,125,0,149,125,179,128.45,107.76,154.31,Foset,142.24,165,39121523,Temporizadores,P694,Griferia,0.12,720.879
47921,CALE-6PA,Calentador de paso rapida recup 6L 1 serv gas LP Foset,1,0,4575,Pieza,7.50E+12,3150,0,3775,3150,4575,3254.31,2715.52,3943.97,Foset,3577.59,4150,40101825,Calentadores de agua para uso domestico,P651,Calentadores de agua Foset,14.48,90665.68
47922,CALE-9PA,Calentador de paso rapida recup 9L 2 serv gas LP Foset,1,0,7150,Pieza,7.50E+12,4950,0,5950,4950,7150,5129.31,4267.24,6163.79,Foset,5646.55,6550,40101825,Calentadores de agua para uso domestico,P651,Calentadores de agua Foset,26.62,137319.84
47923,CALE-6PA-N,Calentador de paso rapida recup 6L 1 serv gas nat Foset,1,0,4575,Pieza,7.50E+12,3150,0,3775,3150,4575,3254.31,2715.52,3943.97,Foset,3577.59,4150,40101825,Calentadores de agua para uso domestico,P651,Calentadores de agua Foset,14.54,91494
47924,CALE-9PA-N,Calentador de paso rapida recup 9L 2 serv gas nat Foset,1,0,6465,Pieza,7.50E+12,4450,0,5335,4450,6465,4599.14,3836.21,5573.28,Foset,5064.66,5875,40101825,Calentadores de agua para uso domestico,P651,Calentadores de agua Foset,26.88,146238.8
47925,PAA-35,Pasador de barra plana 2' laton antiguo Hermex,6,36,46,Pieza,7.50E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162400,Fijadores varios,P794,Pasadores para puerta,0.05,168.609
47926,PAA-36,Pasador de barra plana 3' laton antiguo Hermex,6,36,62,Pieza,7.50E+12,40,0,52,40,62,44.83,34.48,53.45,Hermex,49.14,57,31162400,Fijadores varios,P794,Pasadores para puerta,0.135,329.439
47927,PAA-37,Pasador de barra plana 4' laton antiguo Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162400,Fijadores varios,P794,Pasadores para puerta,0.24,432.812
