codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
47928,PAN-35,Pasador de barra plana 2' negro Hermex,6,36,46,Pieza,7.50E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162400,Fijadores varios,P794,Pasadores para puerta,0.05,178.479
47929,PAN-36,Pasador de barra plana 3' negro Hermex,6,36,62,Pieza,7.50E+12,40,0,52,40,62,44.83,34.48,53.45,Hermex,49.14,57,31162400,Fijadores varios,P794,Pasadores para puerta,0.135,328.449
47930,PAN-37,Pasador de barra plana 4' negro Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162400,Fijadores varios,P794,Pasadores para puerta,0.235,437.609
47931,ABP-10X,Dosificador de acero inox. para jabon liquido Foset,1,16,685,Pieza,7.51E+12,475,0,565,475,685,487.07,409.48,590.52,Foset,538.79,625,30181614,Dispensador de jabon,P795,Accesorios para banos publicos,0.6,4799.993
47932,ABP-20X,Portarollo de acero inox Foset,1,10,1195,Pieza,7.51E+12,825,0,985,825,1195,849.14,711.21,1030.17,Foset,935.34,1085,47131710,Dispensadores de papel higienico,P795,Accesorios para banos publicos,1.66,13267.505
47934,ABP-10H,Dosificador de ABS para jabon liquido humo Foset,1,20,395,Pieza,7.51E+12,275,0,335,275,395,288.79,237.07,340.52,Foset,314.66,365,30181614,Dispensador de jabon,P795,Accesorios para banos publicos,0.74,5964.3
47935,ABP-20H,Portarollo de ABS humo Foset,1,6,685,Pieza,7.51E+12,475,0,565,475,685,487.07,409.48,590.52,Foset,538.79,625,47131710,Dispensadores de papel higienico,P795,Accesorios para banos publicos,1.38,21402.974
47937,PPDO-LB,Placa blanca de 2 ventanas 1 modulo linea Lisboa Volteck,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.07,195.847
47939,PPTR-LB,Placa blanca de 1 ventana 3 modulos linea Lisboa Volteck,12,144,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Volteck,17.24,20,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.07,192.013
47940,APSE-LB,Interruptor sencillo blanco de 1 modulo linea Lisboa,12,144,16,Pieza,7.50E+12,10,0,13,10,16,11.21,8.62,13.79,Volteck,12.07,14,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.02,93.732
47941,APSE15-LB,Interruptor sencillo blanco de 1.5 modulos linea Lisboa,12,144,17,Pieza,7.50E+12,11,0,14,11,17,12.07,9.48,14.66,Volteck,13.79,16,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,127.742
47942,APSE3-LB,Interruptor sencillo blanco de 3 modulos linea Lisboa,12,144,17,Pieza,7.50E+12,11,0,14,11,17,12.07,9.48,14.66,Volteck,13.79,16,39121700,Ferreteria electrica y suministros,P039,Artefactos electricos Volteck,0.025,165.126
47946,APTI15-LB,Interruptor para timbre blanco de 1.5 modulos linea Lisboa,12,144,20,Pieza,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Volteck,16.38,19,39121500,Conmutadores controles y reles y accesorios,P039,Artefactos electricos Volteck,0.025,133.602
47947,COA-LB,Contacto aterrizado blanco de 1 modulo linea Lisboa,12,144,19,Pieza,7.50E+12,12,0,16,12,19,13.79,10.34,16.38,Volteck,14.66,17,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.03,90.909
47948,COA15-LB,Contacto aterrizado blanco de 1.5 modulos linea Lisboa,12,144,20,Pieza,7.50E+12,13,0,17,13,20,14.66,11.21,17.24,Volteck,16.38,19,39121522,Contactos electricos,P039,Artefactos electricos Volteck,0.02,130.907
47949,C2USB-LB,Toma con 2 puertos USB blanco de 1.5 modulos linea Lisboa,12,144,115,Pieza,7.50E+12,72,0,95,72,115,81.9,62.07,99.14,Volteck,90.52,105,31163100,Conectores,P039,Artefactos electricos Volteck,0.03,131.424
47952,TA-LB,Tapon ciego blanco de 1 modulo linea Lisboa Volteck,12,144,4,Pieza,7.50E+12,2.5,0,3.3,2.5,4,2.84,2.16,3.45,Volteck,3.1,3.6,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.005,93.179
47953,DIM15-LB,Dimmer giratorio blanco de 1.5 modulos linea Lisboa,12,144,83,Pieza,7.50E+12,53,0,69,53,83,59.48,45.69,71.55,Volteck,64.66,75,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.035,158.76
47954,PA-APDO1-LB,Placa armada blanca con 2 interruptores 1 modulo Lisboa,3,72,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Volteck,39.66,46,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,439.881
47956,PA-APTR-LB,Placa armada blanca 3 interruptores 1 modulo Lisboa,3,72,66,Pieza,7.50E+12,42,0,54,42,66,46.55,36.21,56.9,Volteck,50.86,59,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,425.191
47960,PA-APDO15-LB,Placa armada blanca 2 interruptores 1.5 modulos Lisboa,3,72,53,Pieza,7.50E+12,34,0,44,34,53,37.93,29.31,45.69,Volteck,42.24,49,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.11,433.855
47962,PA-APSE3-LB,Placa armada blanca 1 interruptor 3 modulos Lisboa Volteck,3,72,38,Pieza,7.50E+12,24,0,32,24,38,27.59,20.69,32.76,Volteck,30.17,35,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.1,431.6
47965,PA-APCO1-LB,Placa armada blanca interruptor y contacto 1 modulo Lisboa,3,72,53,Pieza,7.50E+12,34,0,44,34,53,37.93,29.31,45.69,Volteck,42.24,49,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,433.946
47966,PA-APCO15-LB,Placa armada blanca interruptor y contacto 1.5 mod Lisboa,3,72,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Volteck,44.83,52,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.13,429.003
47967,PA-APCO-L2B,Placa armada blanca 2 interruptores y contacto 1 mod Lisboa,3,72,69,Pieza,7.50E+12,44,0,57,44,69,49.14,37.93,59.48,Volteck,53.45,62,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.135,433.048
47968,PA-APCO-L3B,Placa armada blanca interruptor y 2 contactos 1 mod Lisboa,3,72,72,Pieza,7.50E+12,46,0,59,46,72,50.86,39.66,62.07,Volteck,56.03,65,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.14,430.408
47969,CODO-LB,Placa armada blanca contacto duplex 3 modulos Lisboa,12,144,59,Pieza,7.50E+12,38,0,49,38,59,42.24,32.76,50.86,Volteck,46.55,54,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.12,389.517
47970,PA-COTR-LB,Placa armada blanca 3 contactos 1 modulo Lisboa Volteck,3,72,75,Pieza,7.50E+12,48,0,62,48,75,53.45,41.38,64.66,Volteck,58.62,68,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.15,418.136
47971,COUSB-LB,Placa armada blanca contacto y 2 puertos USB 1.5 mod Lisboa,3,72,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Volteck,116.38,135,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.13,434.209
47973,TBA-7000,Juego de 6 accesorios para bano acabado cromo Foset Tubig,2,12,935,Juego,7.50E+12,645,0,775,645,935,668.1,556.03,806.03,Foset,728.45,845,30181600,Instalaciones residenciales no sanitarias,P521,Accesorios para bano,1.66,13048.02
47974,TBA-7000N,Juego de 6 accesorios para bano acabado satin Foset Tubig,2,12,1050,Juego,7.50E+12,715,0,855,715,1050,737.07,616.38,905.17,Foset,814.66,945,30181600,Instalaciones residenciales no sanitarias,P521,Accesorios para bano,1.645,12675.465
47975,TBA-7000M,Juego de 6 accesorios para bano acabado negro Foset Tubig,2,12,975,Juego,7.50E+12,675,0,815,675,975,702.59,581.9,840.52,Foset,771.55,895,30181600,Instalaciones residenciales no sanitarias,P521,Accesorios para bano,1.66,12825.516
47976,CEM-31I,Cerradura electromecanica sin boton izquierda Hermex,2,12,705,Pieza,7.51E+12,485,0,585,485,705,504.31,418.1,607.76,Hermex,547.41,635,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.6,3250.659
47977,CEM-32I,Cerradura electromecanica con boton izquierda Hermex,2,12,705,Pieza,7.51E+12,485,0,585,485,705,504.31,418.1,607.76,Hermex,547.41,635,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.62,3257.48
47978,CEM-31D,Cerradura electromecanica sin boton derecha Hermex,2,12,705,Pieza,7.51E+12,485,0,585,485,705,504.31,418.1,607.76,Hermex,547.41,635,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.58,3155.064
47979,CEM-32D,Cerradura electromecanica con boton derecha Hermex,2,12,705,Pieza,7.51E+12,485,0,585,485,705,504.31,418.1,607.76,Hermex,547.41,635,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.61,3173.582
47980,TRANS-CEM,Transformador para cerradura electromecanica Hermex,10,50,325,Pieza,7.51E+12,225,0,269,225,325,231.9,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.34,452.491
47983,PPTR-EN,Placa 1 ventana 3 modulos linea Espanola color negro,12,144,24,Pieza,7.51E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,31163100,Conectores,P039,Artefactos electricos Volteck,0.04,235.486
47985,APSE-EN,Interruptor sencillo 1 modulo linea Espanola color negro,12,144,24,Pieza,7.51E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,105.84
47986,APSE15-EN,Interruptor sencillo 1.5 modulos linea Espanola color negro,12,144,24,Pieza,7.51E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,133.698
47987,APSE3-EN,Interruptor sencillo 3 modulos linea Espanola color negro,12,72,27,Pieza,7.51E+12,17,0,22,17,27,18.97,14.66,23.28,Volteck,20.69,24,31163100,Conectores,P039,Artefactos electricos Volteck,0.03,188.647
47988,APSE-EEN,Interruptor de 3 vias 1 modulo linea Espanola color negro,12,144,32,Pieza,7.51E+12,20,0,26,20,32,22.41,17.24,27.59,Volteck,25,29,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,103.9
47989,APSE15-EEN,Interruptor de 3 vias 1.5 modulos linea Espanola negro,12,144,32,Pieza,7.51E+12,20,0,26,20,32,22.41,17.24,27.59,Volteck,25,29,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,133.978
47991,COA-EN,Contacto aterrizado 1 modulo linea Espanola color negro,12,144,24,Pieza,7.51E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,102.612
47992,COA15-EN,Contacto aterrizado 1.5 modulos linea Espanola negro,12,144,27,Pieza,7.51E+12,17,0,22,17,27,18.97,14.66,23.28,Volteck,20.69,24,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,107.803
47993,APTI15-EN,Interruptor para timbre 1.5 modulos linea Espanola negro,12,144,28,Pieza,7.51E+12,18,0,23,18,28,19.83,15.52,24.14,Volteck,21.55,25,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,133.273
47994,DIM15-EN,Dimmer giratorio 1.5 modulos linea Espanola color negro,12,144,102,Pieza,7.51E+12,65,0,84,65,102,72.41,56.03,87.93,Volteck,79.31,92,31163100,Conectores,P039,Artefactos electricos Volteck,0.04,169.321
47995,TV15-EN,Toma de television 1.5 modulos linea Espanola negro,12,144,29,Pieza,7.51E+12,19,0,25,19,29,21.55,16.38,25,Volteck,23.28,27,31163100,Conectores,P039,Artefactos electricos Volteck,0.02,101.449
47996,TA-EN,Tapon ciego 1 modulo linea Espanola color negro Volteck,12,144,4,Pieza,7.51E+12,2.5,0,3.3,2.5,4,2.84,2.16,3.45,Volteck,3.1,3.6,31163100,Conectores,P039,Artefactos electricos Volteck,0.005,105.85
47997,CODO-EN,Placa armada contacto duplex 3 modulos Espanola negro,12,144,55,Pieza,7.51E+12,35,0,45,35,55,38.79,30.17,47.41,Volteck,42.24,49,31163100,Conectores,P039,Artefactos electricos Volteck,0.08,382.192
47998,PPDO-EN,Placa 2 ventanas 1 modulo linea Espanola color negro,12,144,24,Pieza,7.51E+12,15,0,19,15,24,16.38,12.93,20.69,Volteck,18.1,21,31163100,Conectores,P039,Artefactos electricos Volteck,0.04,236.42
47999,PP6M-EN,Placa 2 ventanas 6 modulos linea Espanola color negro,6,72,47,Pieza,7.51E+12,30,0,39,30,47,33.62,25.86,40.52,Volteck,37.07,43,31163100,Conectores,P039,Artefactos electricos Volteck,0.08,347.7
48000,ED-2B,Extension electrica domestica 2 m blanca con clavija plana,6,36,38,Pieza,7.50E+12,26,1,31,26,38,26.72,22.41,32.76,Volteck,30.17,35,39121440,Cable de extension electrica,P061,Extensiones electricas,0.15,637.14
48001,ED-2C,Extension electrica domestica 2 m cafe con clavija plana,6,36,38,Pieza,7.50E+12,26,1,31,26,38,26.72,22.41,32.76,Volteck,30.17,35,39121440,Cable de extension electrica,P061,Extensiones electricas,0.16,644.585
48002,ED-2V,Extension electrica domestica 2 m verde con clavija plana,6,36,38,Pieza,7.50E+12,26,1,31,26,38,26.72,22.41,32.76,Volteck,30.17,35,39121440,Cable de extension electrica,P061,Extensiones electricas,0.16,616.548
48003,APPA,Interruptor de paso 3 A para lampara 127 V Volteck,10,100,16,Pieza,7.51E+12,10,0,13,10,16,11.21,8.62,13.79,Volteck,12.07,14,39122200,Interruptores electricos y accesorios,P039,Artefactos electricos Volteck,0.015,95.738
48004,F-28EX2,Pack 2 lamparas espiral T4 28 W luz de dia blister Volteck,4,32,137,Set,7.51E+12,95,0,115,95,137,99.14,81.9,118.1,Volteck,107.76,125,39101600,Lamparas y bombillas,P065,Focos ahorradores,0.205,1920.188
48005,CV-TER06,Termofusora de 800 W para PPR Foset,1,4,1055,Pieza,7.51E+12,725,0,869,725,1055,749.14,625,909.48,Foset,823.28,955,31162800,Ferreteria en general,P628,Termofusora y dados,2.52,6133.168
48006,ED-3B,Extension electrica domestica 3 m blanca con clavija plana,6,36,47,Pieza,7.50E+12,32,1,39,32,47,33.62,27.59,40.52,Volteck,36.21,42,39121440,Cable de extension electrica,P061,Extensiones electricas,0.2,674.958
48007,ED-3C,Extension electrica domestica 3 m cafe con clavija plana,6,36,47,Pieza,7.50E+12,32,1,39,32,47,33.62,27.59,40.52,Volteck,36.21,42,39121440,Cable de extension electrica,P061,Extensiones electricas,0.2,672.645
48008,ED-3V,Extension electrica domestica 3 m verde con clavija plana,6,36,47,Pieza,7.50E+12,32,1,39,32,47,33.62,27.59,40.52,Volteck,36.21,42,39121440,Cable de extension electrica,P061,Extensiones electricas,0.2,858.407
48011,ARB-003L,Arbotante decorativo de LED 15 W acero inoxidable luz calida,1,20,575,Pieza,7.51E+12,395,0,475,395,575,409.48,340.52,495.69,Volteck,447.41,519,39111500,Iluminacion de interiores y artefactos,P723,Luminarios LED,0.46,4581.401
48012,ED-4B,Extension electrica domestica 4 m blanca con clavija plana,6,36,62,Pieza,7.50E+12,42,1,50,42,62,43.1,36.21,53.45,Volteck,47.41,55,39121440,Cable de extension electrica,P061,Extensiones electricas,0.25,854.858
48013,ED-4C,Extension electrica domestica 4 m cafe con clavija plana,6,36,62,Pieza,7.50E+12,42,1,50,42,62,43.1,36.21,53.45,Volteck,47.41,55,39121440,Cable de extension electrica,P061,Extensiones electricas,0.25,859.143
48014,ED-4V,Extension electrica domestica 4 m verde con clavija plana,6,36,62,Pieza,7.50E+12,42,1,50,42,62,43.1,36.21,53.45,Volteck,47.41,55,39121440,Cable de extension electrica,P061,Extensiones electricas,0.26,1057.745
48015,CALE-14IM,Calentador instantaneo modulante 14L 2 serv gas LP Foset,1,0,8350,Pieza,7.51E+12,5750,0,6850,5750,8350,5905.17,4956.9,7198.28,Foset,6508.62,7550,40101800,Equipo de calefaccion y piezas y accesorios,P651,Calentadores de agua Foset,13.42,114831.5
48016,CALE-16IM,Calentador instantaneo modulante 16L 3 serv gas LP Foset,1,0,9050,Pieza,7.51E+12,6250,0,7450,6250,9050,6422.41,5387.93,7801.72,Foset,7112.07,8250,40101800,Equipo de calefaccion y piezas y accesorios,P651,Calentadores de agua Foset,13.48,116324.208
48017,CALE-24IM,Calentador instantaneo modulante 24L 4 serv gas LP Foset,1,0,12950,Pieza,7.51E+12,8950,0,10750,8950,12950,9267.24,7715.52,11163.79,Foset,10215.52,11850,40101800,Equipo de calefaccion y piezas y accesorios,P651,Calentadores de agua Foset,15.76,111121.92
48018,ED-5B,Extension electrica domestica 5 m blanca con clavija plana,6,36,72,Pieza,7.50E+12,49,1,59,49,72,50.86,42.24,62.07,Volteck,56.03,65,39121440,Cable de extension electrica,P061,Extensiones electricas,0.306,1167.721
48019,ED-5C,Extension electrica domestica 5 m cafe con clavija plana,6,36,72,Pieza,7.50E+12,49,1,59,49,72,50.86,42.24,62.07,Volteck,56.03,65,39121440,Cable de extension electrica,P061,Extensiones electricas,0.3,1117.056
48020,ED-5V,Extension electrica domestica 5 m verde con clavija plana,6,36,72,Pieza,7.50E+12,49,1,59,49,72,50.86,42.24,62.07,Volteck,56.03,65,39121440,Cable de extension electrica,P061,Extensiones electricas,0.3,1165.6
48021,RCO-001,Canastilla inox para contracanasta 3-1/2' Foset,6,90,39,Pieza,7.51E+12,25,0,33,25,39,28.45,21.55,33.62,Foset,31.03,36,31162800,Ferreteria en general,P531,Contracanastas y canastillas,0.04,424.948
48022,CODO-MTAS,Contacto duplex tierra aislada 20 A linea standard,10,100,55,Pieza,7.51E+12,35,0,45,35,55,38.79,30.17,47.41,Volteck,42.24,49,31162800,Ferreteria en general,P039,Artefactos electricos Volteck,0.071,205.069
48023,ALHU-132,Detector de humo con alarma Volteck,2,24,245,Pieza,7.51E+12,155,0,199,155,245,171.55,133.62,211.21,Volteck,188.79,219,31162800,Ferreteria en general,P458,Sensores Volteck,0.24,1620.176
48024,ED-6B,Extension electrica domestica 6 m blanca con clavija plana,6,24,79,Pieza,7.50E+12,55,1,65,55,79,56.03,47.41,68.1,Volteck,62.07,72,39121440,Cable de extension electrica,P061,Extensiones electricas,0.365,1234.04
48025,ED-6C,Extension electrica domestica 6 m cafe con clavija plana,6,24,79,Pieza,7.50E+12,55,1,65,55,79,56.03,47.41,68.1,Volteck,62.07,72,39121440,Cable de extension electrica,P061,Extensiones electricas,0.34,1221.1
48026,ED-6V,Extension electrica domestica 6 m verde con clavija plana,6,24,79,Pieza,7.50E+12,55,1,65,55,79,56.03,47.41,68.1,Volteck,62.07,72,39121440,Cable de extension electrica,P061,Extensiones electricas,0.34,1433.428
48027,MAD-150,Manguera p/desague de lavadora polipropileno 1.5m Foset,6,24,87,Pieza,7.51E+12,55,0,72,55,87,62.07,47.41,75,Foset,68.1,79,31162800,Ferreteria en general,P815,Mangueras flexibles para lavadora Foset,0.125,2929.105
48030,ED-8B,Extension electrica domestica 8 m blanca con clavija plana,6,24,99,Pieza,7.50E+12,69,1,82,69,99,70.69,59.48,85.34,Volteck,79.31,92,39121440,Cable de extension electrica,P061,Extensiones electricas,0.485,1625.8
48031,ED-8C,Extension electrica domestica 8 m cafe con clavija plana,6,24,99,Pieza,7.50E+12,69,1,82,69,99,70.69,59.48,85.34,Volteck,79.31,92,39121440,Cable de extension electrica,P061,Extensiones electricas,0.42,1792.221
48032,ED-8V,Extension electrica domestica 8 m verde con clavija plana,6,24,99,Pieza,7.50E+12,69,1,82,69,99,70.69,59.48,85.34,Volteck,79.31,92,39121440,Cable de extension electrica,P061,Extensiones electricas,0.42,1649.1
48033,GPL-5N,Bolsa con 20 grapas negras de 3 x 6 mm para cable plano,10,120,8.5,Bolsa,7.51E+12,5,0,7,5,8.5,6.03,4.31,7.33,Volteck,6.47,7.5,39121705,Grapas para cables,P475,Fusibles capuchones y terminales para cables,0.015,92.69
48035,GPL-10N,Bolsa con 20 grapas negras de 6 x 9.5 mm para cable plano,10,100,10,Bolsa,7.51E+12,6,0,8.5,6,10,7.33,5.17,8.62,Volteck,7.76,9,39121705,Grapas para cables,P475,Fusibles capuchones y terminales para cables,0.03,117.507
48036,ED-10B,Extension electrica domestica 10 m blanca con clavija plana,6,24,115,Pieza,7.50E+12,79,1,95,79,115,81.9,68.1,99.14,Volteck,90.52,105,39121440,Cable de extension electrica,P061,Extensiones electricas,0.54,1623.6
48037,ED-10C,Extension electrica domestica 10 m cafe con clavija plana,6,24,115,Pieza,7.50E+12,79,1,95,79,115,81.9,68.1,99.14,Volteck,90.52,105,39121440,Cable de extension electrica,P061,Extensiones electricas,0.52,1817.273
48038,ED-10V,Extension electrica domestica 10 m verde con clavija plana,6,24,115,Pieza,7.50E+12,79,1,95,79,115,81.9,68.1,99.14,Volteck,90.52,105,39121440,Cable de extension electrica,P061,Extensiones electricas,0.52,1856.765
48043,ER-4X16,Extension electrica de uso rudo 4 m 2x16 AWG Volteck,5,30,79,Pieza,7.50E+12,55,1,65,55,79,56.03,47.41,68.1,Volteck,62.07,72,39121440,Cable de extension electrica,P061,Extensiones electricas,0.398,1533.596
48044,ER-6X16,Extension electrica de uso rudo 6 m 2x16 AWG Volteck,5,30,109,Pieza,7.50E+12,75,1,89,75,109,76.72,64.66,93.97,Volteck,85.34,99,39121440,Cable de extension electrica,P061,Extensiones electricas,0.56,1864.693
48045,ER-8X16,Extension electrica de uso rudo 8 m 2x16 AWG Volteck,5,20,175,Pieza,7.50E+12,119,1,145,119,175,125,102.59,150.86,Volteck,133.62,155,39121440,Cable de extension electrica,P061,Extensiones electricas,0.82,5359.682
48046,ER-10X16,Extension electrica de uso rudo 10 m 2x16 AWG Volteck,4,12,205,Pieza,7.50E+12,139,1,165,139,205,142.24,119.83,176.72,Volteck,159.48,185,39121440,Cable de extension electrica,P061,Extensiones electricas,0.874,4836.669
48047,ER-12X16,Extension electrica de uso rudo 12 m 2x16 AWG Volteck,4,12,235,Pieza,7.50E+12,165,1,195,165,235,168.1,142.24,202.59,Volteck,185.34,215,39121440,Cable de extension electrica,P061,Extensiones electricas,1.18,5244.814
48048,ER-15X16,Extension electrica de uso rudo 15 m 2x16 AWG Volteck,4,12,285,Pieza,7.50E+12,195,1,235,195,285,202.59,168.1,245.69,Volteck,219.83,255,39121440,Cable de extension electrica,P061,Extensiones electricas,1.46,5706.844
48049,ER-20X16,Extension electrica de uso rudo 20 m 2x16 AWG Volteck,4,8,345,Pieza,7.50E+12,239,1,285,239,345,245.69,206.03,297.41,Volteck,271.55,315,39121440,Cable de extension electrica,P061,Extensiones electricas,1.88,6670.73
